100000 -1486618624
-469775 -498671 R
-486096 -475030 U
-474704 -495812 R
-472245 -477644 L
-489223 -469561 D
-473001 -494092 U
-492709 -473909 U
-470364 -497226 U
-485460 -488243 U
-489164 -485833 D
-485389 -476346 U
-477722 -468474 R
-499746 -486144 U
-486983 -499046 L
-488013 -492651 R
-474865 -499700 D
-495600 -494926 L
-480258 -488579 D
-478772 -472586 R
-476406 -484004 L
-492842 -493953 U
-492832 -481286 D
-499728 -494722 R
-472597 -475091 D
-486265 -482447 L
-489256 -474886 L
-476892 -478254 D
-498841 -485252 L
-481754 -490665 R
-476904 -476293 U
-490042 -487648 L
-490091 -497029 R
-474735 -490143 U
-493845 -479712 L
-489764 -467868 D
-478229 -480705 L
-474393 -474368 D
-475314 -496135 D
-474465 -492583 D
-494478 -488279 U
-496834 -473348 L
-499511 -467308 U
-485305 -494148 R
-472756 -484971 R
-499579 -478506 U
-488045 -470717 L
-481512 -492217 U
-499096 -480447 D
-475466 -467361 U
-484378 -491601 L
-469844 -486420 R
-490621 -489729 R
-481728 -471655 R
-487265 -496227 L
-491902 -472879 L
-468382 -492770 R
-494669 -485171 R
-471016 -475650 L
-482617 -470900 L
-474803 -479723 L
-488275 -482579 D
-487095 -473283 R
-488349 -495328 U
-480818 -488719 D
-496124 -476629 U
-495843 -494908 U
-471481 -491977 L
-480341 -493824 L
-497868 -491815 D
-478190 -478257 U
-484875 -499296 D
-494560 -475971 L
-479478 -480125 U
-476140 -482955 D
-475825 -496630 U
-487071 -468994 D
-475759 -482998 L
-489319 -491533 R
-470108 -497150 D
-469426 -487587 L
-485572 -475261 U
-498944 -473797 U
-494089 -476886 R
-470408 -489757 U
-494251 -490097 R
-480986 -498500 L
-493934 -468549 D
-484780 -477189 U
-493659 -493572 U
-483254 -496014 L
-494645 -477124 U
-468034 -492907 U
-472220 -476707 L
-497118 -471759 U
-471532 -480381 R
-492880 -488552 R
-494750 -495770 L
-493507 -479186 R
-471735 -498963 L
-478654 -476018 L
-483978 -473397 R
-484965 -496690 R
-491212 -474919 U
-494107 -477046 R
-478937 -474279 L
-491894 -467534 U
-480924 -467606 L
-487717 -488869 D
-490599 -481580 U
-471357 -483326 D
-479184 -479876 R
-478726 -471049 R
-467783 -486125 L
-479803 -485384 D
-490235 -488986 L
-489055 -473311 D
-476757 -471590 U
-472720 -480336 D
-499209 -486670 D
-495623 -483492 R
-493452 -485129 L
-471324 -480466 R
-472953 -480231 U
-469648 -475883 R
-468765 -474976 L
-499301 -477008 L
-474703 -488445 L
-487565 -468469 L
-491836 -477686 L
-495420 -476107 L
-479943 -484162 L
-488598 -479487 L
-499385 -476083 D
-489758 -479667 D
-480202 -481220 D
-482823 -486746 R
-470099 -477834 D
-495706 -473565 L
-494882 -488174 L
-489868 -476732 L
-486603 -496147 U
-471032 -469305 D
-488045 -493713 L
-487774 -490329 L
-489914 -490998 L
-488276 -497728 R
-498386 -468390 D
-471370 -490032 L
-485155 -476686 L
-484749 -469807 U
-487797 -482001 D
-473718 -479782 L
-499144 -493642 R
-486050 -491254 R
-478891 -495269 L
-486115 -472916 D
-491582 -486483 D
-476757 -497390 D
-486894 -482217 D
-490673 -477217 L
-470719 -474352 U
-484566 -483149 D
-488592 -474654 L
-475430 -485775 L
-490945 -498473 D
-477473 -489562 L
-490799 -497022 U
-482156 -478805 L
-488267 -470828 R
-476451 -474721 L
-482283 -474564 R
-491293 -490673 L
-483074 -490227 U
-483231 -475749 L
-495449 -476271 U
-489088 -485114 D
-483590 -471714 U
-494547 -468887 L
-496182 -490820 U
-488593 -486136 L
-488320 -474802 D
-497369 -498057 L
-491996 -490197 L
-489155 -478196 R
-477943 -478160 U
-487118 -479011 D
-478581 -470726 D
-473732 -490382 U
-467302 -494723 U
-468917 -478802 L
-483826 -472522 L
-494212 -476498 L
-475150 -495760 U
-483866 -484482 U
-493242 -496495 D
-485302 -471305 D
-482316 -480797 L
-489335 -493521 R
-483106 -483743 L
-479762 -470992 R
-498090 -489623 D
-495702 -496896 U
-476319 -473058 L
-472353 -485354 R
-477813 -467285 R
-493626 -499242 U
-486846 -478820 U
-474166 -471893 D
-473619 -499193 U
-475966 -474676 U
-497104 -499898 L
-496252 -468255 L
-499154 -475290 L
-481659 -468231 R
-498021 -496740 R
-479924 -469366 R
-490240 -486819 L
-474155 -479359 L
-473982 -485137 L
-469691 -496769 D
-497662 -490361 D
-473230 -468514 U
-493442 -485542 L
-489166 -472049 U
-478226 -477151 L
-490640 -483729 U
-492525 -476413 U
-481422 -472918 U
-475648 -468761 U
-491815 -494527 R
-469451 -483693 R
-495041 -492338 U
-491863 -495827 U
-491133 -487140 D
-480487 -496142 R
-494302 -475856 L
-479884 -470720 D
-478674 -473904 U
-499907 -469689 U
-499014 -478418 L
-479689 -471298 L
-482591 -479295 R
-484934 -470993 R
-498003 -470668 L
-476290 -494669 R
-497787 -483152 U
-478776 -469700 L
-481299 -487955 D
-493004 -493002 R
-486718 -481844 U
-470127 -484944 U
-493776 -488212 U
-499054 -471228 L
-477928 -484104 R
-497606 -497286 U
-498263 -480869 L
-480691 -475620 R
-476607 -471202 U
-488145 -471184 L
-475125 -489565 R
-484358 -482469 R
-474937 -498637 L
-481618 -489010 L
-480833 -484836 R
-489532 -474599 L
-473120 -477492 U
-468586 -489745 U
-469917 -472138 L
-476847 -485565 L
-471151 -467999 U
-493456 -498102 D
-487546 -478168 R
-483599 -473285 R
-473342 -499168 L
-479298 -476753 U
-480094 -489768 L
-487928 -491091 L
-498402 -484876 U
-492157 -490815 R
-494758 -481588 R
-470851 -493645 D
-473234 -495465 D
-475118 -481098 U
-482828 -488496 U
-497437 -475092 D
-494793 -480683 R
-497638 -499122 L
-477671 -498455 D
-478169 -473512 D
-486191 -489438 D
-484878 -471023 U
-493109 -482312 L
-467589 -483656 R
-485046 -482209 D
-472543 -474420 U
-487258 -467278 D
-473151 -467420 D
-491974 -486680 D
-483024 -497075 U
-491174 -479041 D
-467525 -471251 L
-494616 -487328 R
-478541 -497571 L
-493720 -488656 L
-494798 -482891 D
-479842 -471872 L
-470123 -490499 D
-476901 -484058 L
-482459 -495413 D
-492471 -484067 R
-484445 -493339 R
-487990 -474689 R
-468812 -476469 L
-487596 -483143 D
-467365 -483526 D
-487348 -483516 R
-497268 -481354 U
-493627 -481971 D
-481546 -497778 U
-480838 -498799 D
-493931 -476722 D
-472681 -469355 D
-490573 -497892 L
-479125 -472636 D
-494055 -473994 U
-493734 -490213 R
-480155 -495548 U
-497876 -469720 L
-485193 -473785 R
-474103 -487353 U
-470977 -494780 D
-468801 -496285 D
-494775 -492682 D
-497877 -475225 L
-485666 -482504 U
-472169 -473122 D
-484846 -468636 D
-475347 -485510 L
-483177 -484525 D
-472623 -472459 L
-485076 -480122 L
-479747 -494461 L
-486911 -491425 L
-493196 -470177 R
-494032 -485513 U
-492566 -492788 L
-493882 -468366 U
-474899 -486817 R
-481499 -476581 D
-467782 -481992 U
-489563 -482574 R
-494652 -499925 L
-480594 -481930 U
-494836 -492403 L
-483381 -474421 R
-490589 -476900 R
-479889 -495092 L
-496144 -472384 U
-496301 -492307 R
-495223 -467945 D
-497473 -483974 L
-484156 -471613 L
-480998 -491252 U
-492726 -485702 R
-481644 -490859 R
-486063 -476404 R
-499256 -482669 L
-474806 -471605 D
-485718 -488126 U
-473050 -483801 L
-481765 -495640 D
-499590 -468771 D
-499467 -490410 R
-483533 -467330 U
-484746 -481817 R
-476014 -482237 D
-482999 -490065 L
-490840 -493466 L
-473687 -476264 U
-493936 -474055 D
-477113 -487278 L
-499697 -477843 D
-483071 -490958 R
-472208 -498352 R
-483958 -476601 U
-487512 -495645 U
-477294 -486060 R
-469204 -473574 L
-483566 -497422 D
-478204 -479834 D
-499517 -485503 D
-493578 -481770 U
-476688 -479052 D
-495644 -483790 L
-499173 -493859 U
-471628 -469539 R
-493518 -479486 U
-487853 -473112 D
-490422 -477658 D
-486981 -469875 L
-491503 -491451 U
-493311 -495459 L
-497797 -494092 U
-474416 -481674 U
-475047 -480335 L
-485150 -488091 D
-482601 -476620 R
-499365 -470781 L
-498153 -482966 R
-492281 -473696 D
-492708 -481310 L
-477203 -481302 D
-489591 -481580 L
-498756 -469690 R
-475680 -477434 R
-496652 -469097 D
-479166 -471750 R
-491038 -468369 D
-489376 -486159 R
-470340 -468779 U
-476516 -471390 D
-482163 -468443 U
-487795 -478537 D
-473431 -476739 D
-482718 -496402 U
-489248 -489363 D
-481896 -476177 L
-493389 -497693 D
-475970 -479434 D
-489944 -483438 D
-482500 -495191 U
-493023 -497729 U
-491169 -485019 R
-498120 -470348 R
-467955 -481872 R
-492919 -481959 R
-470801 -476654 L
-489469 -481391 L
-471809 -470528 D
-494073 -472521 D
-498509 -480608 D
-481153 -474222 D
-476103 -489334 L
-471108 -473973 R
-470141 -467560 U
-496200 -493543 L
-467685 -477402 U
-486262 -496744 U
-469011 -469178 R
-487374 -484856 R
-474228 -492584 R
-499187 -496283 L
-474204 -480110 R
-475516 -495467 U
-478583 -490169 R
-479780 -495195 D
-472018 -498657 R
-485583 -473268 L
-486934 -476294 D
-497408 -483867 D
-484147 -485975 U
-469815 -495772 D
-485514 -480044 U
-476236 -497930 L
-468563 -498789 U
-489408 -476090 U
-495830 -492718 L
-469665 -468067 L
-491441 -480529 R
-492146 -473254 D
-495931 -473598 L
-488242 -469896 U
-470731 -490166 R
-481657 -489708 U
-483178 -472378 R
-471882 -477901 L
-479538 -493225 L
-481284 -490177 L
-478838 -476086 D
-489368 -480532 U
-483933 -494237 L
-498415 -475000 L
-487824 -489405 L
-477994 -486429 R
-470590 -495558 D
-482080 -490163 L
-476018 -488983 D
-491067 -492443 U
-494229 -472000 L
-479665 -472666 D
-476823 -498506 L
-471213 -467719 L
-486151 -468782 L
-494034 -468812 R
-496176 -490657 D
-484436 -490036 L
-467950 -487970 L
-476268 -468695 L
-491478 -493805 U
-498424 -498854 D
-487407 -467519 D
-479622 -492776 D
-486912 -478478 L
-476184 -489379 D
-494669 -476832 D
-492392 -468738 L
-478003 -499760 L
-491119 -481030 U
-491519 -482679 R
-499585 -468977 U
-482812 -474069 R
-487736 -494806 D
-483715 -497525 R
-487689 -486459 U
-490910 -492439 D
-475442 -495515 D
-470897 -496877 D
-483686 -483162 U
-470923 -491691 U
-484706 -467819 L
-495567 -491703 D
-473679 -478635 L
-482707 -480549 D
-483227 -483783 D
-494119 -470230 U
-488882 -495397 R
-497887 -469757 L
-498879 -472104 L
-495706 -496856 R
-474966 -489162 U
-499100 -484053 L
-491714 -496984 R
-485938 -485889 U
-494656 -473822 R
-494455 -493175 U
-483955 -470401 D
-481209 -494887 R
-486359 -477657 D
-493260 -475937 L
-490234 -498951 R
-491084 -498267 R
-489158 -475165 R
-472734 -487297 D
-494880 -494102 R
-488559 -485964 L
-491429 -488040 R
-480069 -483710 U
-477265 -476410 L
-491614 -470380 D
-485718 -475400 D
-473578 -497597 R
-469858 -497458 L
-482664 -492751 U
-476977 -468945 L
-473267 -490206 D
-486164 -495939 R
-498683 -474327 U
-469727 -474831 R
-493501 -473738 U
-499796 -486221 R
-487550 -494994 L
-476166 -499643 L
-467662 -494125 R
-475720 -478304 D
-492771 -492766 U
-472489 -484398 D
-489416 -475523 U
-471050 -494731 U
-499960 -491090 D
-476493 -471192 R
-499164 -468181 U
-478770 -476601 U
-474497 -478428 L
-477148 -491503 R
-493955 -481537 U
-490518 -476987 D
-480774 -490026 R
-487498 -468007 L
-487725 -476987 L
-484560 -475173 R
-494957 -475082 R
-484345 -470885 D
-480951 -488596 R
-487428 -472153 D
-489799 -499216 R
-473309 -473587 U
-485790 -495935 L
-480862 -495717 D
-468970 -472250 U
-475487 -473330 D
-472564 -476046 L
-499165 -487437 U
-472387 -475478 R
-477699 -481746 U
-480278 -488127 U
-491986 -486310 R
-492137 -485215 D
-470216 -497282 L
-494875 -497017 R
-494247 -491561 L
-484338 -468522 R
-482899 -489063 R
-469004 -477204 R
-481633 -484868 L
-482053 -499843 U
-481482 -471053 D
-480213 -470684 U
-486115 -486062 U
-470323 -498198 D
-493697 -499616 L
-483839 -485012 R
-481015 -499970 U
-487173 -478863 D
-499287 -476697 D
-476698 -494714 R
-478990 -490568 U
-480597 -493185 L
-486366 -476473 U
-495099 -497934 L
-483522 -469523 L
-483677 -495111 L
-470333 -494646 D
-476843 -498259 D
-475169 -474830 R
-474001 -487724 L
-484565 -469303 R
-492059 -494674 U
-499113 -493844 D
-479533 -467467 R
-470182 -488321 L
-487832 -480673 D
-478225 -499651 L
-493710 -486582 L
-467312 -492142 L
-477442 -469926 U
-473549 -491215 R
-499777 -482519 D
-478105 -468257 U
-483004 -483995 U
-492111 -476887 U
-494812 -489752 L
-469457 -478972 L
-474209 -486738 U
-498447 -488314 D
-485775 -489540 D
-475511 -470221 U
-496699 -495798 D
-483401 -498791 U
-479097 -480298 D
-481465 -480971 R
-479093 -495381 L
-492937 -496949 D
-468924 -482885 U
-474750 -480068 D
-469259 -479007 U
-470503 -491512 L
-478288 -473629 R
-476165 -482835 L
-493957 -475821 U
-471059 -468624 R
-494487 -483691 L
-478282 -469203 L
-497512 -495938 D
-477711 -470720 D
-484021 -497150 U
-496940 -493525 L
-471144 -477779 R
-477375 -490755 D
-492188 -484705 L
-499279 -475091 U
-474974 -467783 U
-485154 -481822 D
-488426 -467513 D
-479682 -485473 L
-467709 -492861 D
-485726 -470900 L
-486771 -489328 L
-479841 -497448 R
-497987 -487055 D
-472957 -486941 U
-471453 -489748 D
-496633 -477137 U
-484273 -486426 D
-490489 -488629 D
-493167 -481020 D
-467245 -472259 R
-497722 -470587 U
-494073 -493557 R
-498791 -496944 L
-471834 -496780 D
-479997 -490905 R
-495449 -471555 U
-489487 -486917 L
-491197 -487456 D
-474290 -496550 U
-480875 -498825 U
-471630 -475659 L
-482320 -492997 L
-498149 -498403 R
-498559 -473480 L
-467840 -473512 D
-469751 -486601 L
-480997 -482022 L
-473636 -478954 R
-478532 -490625 R
-498141 -486905 L
-476282 -480284 D
-472621 -473305 L
-497432 -467612 R
-471582 -476370 U
-489817 -479055 U
-484466 -489170 R
-471463 -475974 U
-478755 -474484 R
-494680 -468199 U
-472923 -481145 R
-472285 -476597 D
-482639 -484187 R
-498530 -475120 U
-488222 -481067 U
-478399 -481133 R
-498077 -472268 D
-480041 -499935 L
-478659 -492884 L
-493820 -470116 U
-496389 -495377 R
-486302 -484372 L
-474860 -492678 D
-467779 -486629 D
-472227 -477028 R
-478497 -495646 U
-492374 -489797 U
-479315 -488756 R
-468887 -468141 D
-479863 -470977 R
-497693 -490404 D
-487380 -477942 L
-473002 -470507 R
-482176 -490425 D
-471491 -483217 L
-470760 -486479 L
-499125 -491891 D
-468133 -497724 L
-488176 -485360 U
-487807 -482504 R
-480193 -469211 D
-497427 -469570 L
-485111 -473194 R
-497263 -496631 U
-481006 -499124 R
-492970 -477316 L
-492573 -498178 D
-485951 -471517 L
-490261 -488186 U
-494259 -494661 D
-473496 -484973 R
-482503 -498958 L
-472109 -481101 D
-490068 -476627 D
-478553 -470558 U
-478586 -487058 R
-489838 -484316 R
-499140 -497868 U
-494986 -486691 R
-492157 -479118 D
-468535 -486437 D
-469822 -492577 L
-498133 -484019 U
-499327 -470179 R
-490672 -475743 U
-470711 -498139 U
-477290 -483204 L
-469320 -484113 L
-470574 -468147 L
-481103 -486048 L
-486079 -499421 U
-491279 -478116 R
-494939 -476974 D
-482697 -485620 D
-488981 -491119 D
-473740 -477003 L
-478738 -470646 D
-489018 -477248 R
-480191 -469220 U
-486865 -471432 R
-489227 -479039 D
-493122 -498580 R
-482594 -493363 U
-474584 -482443 L
-485691 -468603 L
-494332 -473132 U
-477051 -494778 R
-472283 -490269 L
-499960 -474709 D
-486262 -499636 U
-492388 -471562 D
-483176 -498750 D
-496864 -480219 R
-468577 -489036 D
-480276 -471680 U
-493616 -498829 L
-480887 -495998 D
-495816 -477258 R
-467561 -483481 L
-468643 -471403 R
-481427 -496187 D
-498048 -467905 D
-479143 -468226 R
-480317 -487903 L
-491384 -467349 R
-476514 -477637 D
-494589 -490609 U
-482461 -491832 R
-483010 -486474 U
-481338 -490348 D
-488653 -493623 U
-474203 -474996 R
-477446 -497089 D
-482942 -468628 D
-491176 -492945 U
-467606 -467812 L
-496951 -484933 L
-494527 -489064 D
-487195 -475074 U
-477520 -467595 U
-474570 -493045 D
-467424 -494496 R
-485932 -479458 D
-473210 -477899 D
-474521 -489590 D
-480521 -483467 U
-481186 -476531 D
-477133 -487870 U
-478856 -478574 R
-483417 -498893 L
-467976 -489145 L
-488287 -499173 D
-486889 -473521 U
-474974 -482537 R
-467312 -470983 D
-481009 -494979 L
-477856 -494905 R
-475206 -471421 U
-494583 -487768 D
-484362 -491335 R
-491782 -473558 D
-484050 -481872 U
-488973 -485475 U
-468677 -499884 U
-477326 -482986 L
-473103 -491789 L
-499826 -486253 D
-470378 -476704 U
-489258 -494675 L
-472772 -489421 D
-492031 -496285 D
-485055 -479463 R
-491115 -472549 U
-473257 -474967 R
-492330 -474770 L
-494363 -485053 R
-476778 -492191 L
-496732 -481574 U
-471367 -467444 R
-484415 -483134 R
-494186 -488537 D
-493588 -469294 U
-486798 -467403 D
-493541 -494342 U
-498490 -497343 L
-485651 -486238 L
-482273 -499859 L
-481557 -473239 L
-469852 -469824 L
-478173 -491748 R
-496971 -493580 D
-484411 -498431 L
-493799 -492996 R
-497963 -497972 R
-483912 -468434 D
-485881 -489013 U
-485676 -495137 R
-476061 -490183 R
-491719 -470704 D
-470204 -472391 L
-469531 -498251 D
-496178 -487332 R
-473584 -490676 U
-480528 -478774 L
-470371 -496974 D
-471929 -498080 U
-478117 -482307 D
-491701 -497565 D
-471388 -468732 R
-494980 -471653 D
-485834 -490090 D
-479342 -488468 D
-478118 -479334 R
-491168 -490291 D
-482117 -478649 U
-493724 -489302 D
-485773 -471308 U
-492230 -483433 D
-489156 -492751 D
-497807 -485668 D
-490035 -485588 R
-487888 -496834 U
-492353 -481140 L
-498839 -477672 U
-468588 -477883 L
-477804 -469088 R
-475206 -477418 R
-470749 -474394 D
-473703 -480334 D
-474577 -483210 R
-498161 -471362 L
-498419 -490851 L
-468242 -499159 R
-487475 -478517 U
-478390 -467311 D
-477229 -474754 U
-471355 -472919 U
-467448 -488772 R
-490727 -488988 L
-487086 -499954 L
-482423 -468535 L
-472488 -490128 L
-493045 -470334 D
-486209 -498504 U
-487363 -489405 L
-476837 -498854 R
-492916 -479849 U
-476654 -490846 L
-474603 -498752 D
-476319 -493906 L
-484832 -497123 R
-474952 -487729 D
-469934 -491292 R
-477126 -476639 R
-486689 -483961 U
-489607 -499083 D
-484766 -495460 L
-496061 -472092 U
-496335 -493076 L
-494169 -478816 D
-485320 -470361 R
-487250 -489246 R
-467510 -475402 L
-499320 -476921 R
-473880 -471198 U
-487151 -474056 R
-486425 -479286 L
-483324 -467411 R
-494715 -490280 L
-499662 -469260 U
-494647 -476615 U
-480879 -483908 L
-491970 -478455 L
-478704 -490478 U
-493198 -476376 D
-491425 -498659 L
-487497 -478343 D
-487116 -496461 R
-475234 -488387 L
-474177 -480165 U
-481627 -489476 D
-471751 -487265 L
-497916 -473398 D
-484135 -491207 D
-479316 -488256 D
-487271 -485635 U
-468531 -497666 D
-495474 -476015 L
-470660 -484965 U
-480838 -468144 D
-481451 -474551 D
-490839 -483089 L
-473302 -483691 D
-470216 -492875 R
-494560 -497649 D
-494003 -480915 D
-498485 -489544 D
-489612 -467621 D
-476641 -492656 L
-469094 -480304 L
-482729 -494569 L
-480420 -493502 L
-469725 -487402 D
-484703 -481052 U
-472901 -488420 R
-484228 -474313 L
-485471 -489375 L
-476278 -497900 D
-484033 -490730 U
-496059 -483569 U
-498776 -483761 D
-496637 -478388 U
-481510 -487422 U
-499044 -481246 U
-490466 -491569 U
-493077 -498669 D
-496813 -497256 D
-497243 -478966 L
-474558 -479993 R
-468162 -492829 D
-476454 -487016 R
-477999 -499299 L
-494754 -490557 D
-488637 -491573 L
-495898 -492714 R
-480987 -477657 L
-492853 -482271 D
-482060 -494776 U
-479344 -468605 D
-475956 -468244 D
-492502 -484742 U
-498002 -495009 D
-483152 -483522 U
-488481 -483363 L
-476704 -492909 R
-488679 -497410 L
-487177 -491430 L
-479117 -491368 D
-468014 -468988 R
-482472 -495980 R
-489650 -492304 U
-480796 -492379 R
-484767 -473113 U
-467340 -481042 U
-472467 -474072 R
-499872 -476177 D
-489048 -469052 R
-497146 -470700 D
-475458 -492989 R
-489034 -476288 D
-491276 -481860 U
-468957 -477212 R
-477581 -479764 R
-487329 -491903 U
-468348 -489995 L
-477556 -499411 U
-487451 -489280 L
-481843 -491664 U
-489598 -499387 U
-474346 -484849 U
-475601 -489701 D
-479502 -467549 U
-478144 -476895 D
-497321 -483887 U
-485365 -474332 D
-474605 -490756 R
-493386 -492345 R
-494191 -480637 R
-489237 -483558 L
-472881 -475666 U
-470725 -484439 L
-481054 -483434 R
-491429 -468256 U
-487062 -488529 R
-468093 -491236 L
-484692 -490823 D
-476267 -499513 D
-468130 -487746 U
-486439 -498366 D
-486590 -489739 D
-473755 -469605 U
-480477 -496232 L
-487779 -483531 L
-472107 -495093 D
-473025 -477201 D
-495299 -485963 R
-497153 -498572 U
-475235 -492531 U
-487778 -484692 D
-470905 -483639 L
-494596 -482926 U
-492982 -490181 D
-471649 -473385 U
-487490 -472520 L
-474983 -468965 D
-487507 -475617 R
-485923 -470878 R
-490928 -468263 L
-480161 -479798 D
-481118 -483861 R
-489841 -496714 R
-494490 -474897 U
-489706 -485143 D
-470720 -474351 D
-483617 -488770 U
-498129 -469404 L
-499003 -469497 U
-494525 -484828 U
-472693 -485833 R
-482706 -481465 L
-474392 -486688 D
-479304 -497938 D
-491838 -473482 R
-492474 -490872 D
-481293 -492920 D
-495894 -488495 D
-485320 -496391 U
-475069 -471310 L
-478457 -487718 R
-494195 -480414 L
-478326 -476942 U
-482132 -499608 U
-467469 -492768 R
-473047 -491453 R
-475431 -474352 L
-473848 -472733 L
-490643 -472061 U
-483896 -489664 L
-488543 -496496 D
-494354 -498517 L
-478319 -477004 D
-473374 -469075 L
-490534 -467580 L
-494063 -486571 D
-487270 -497317 D
-477816 -473602 D
-467631 -479646 D
-467574 -496900 U
-479265 -497985 L
-486705 -480089 U
-497849 -489265 U
-478104 -470973 L
-476401 -483530 U
-488065 -493770 D
-471478 -472147 U
-483467 -476790 D
-471632 -480049 R
-471556 -472146 D
-495021 -491934 U
-484791 -485906 L
-472363 -472898 R
-476300 -496091 D
-480479 -483479 U
-487020 -486265 D
-481506 -485369 L
-491958 -476512 L
-485676 -484834 R
-497496 -473123 D
-498955 -475794 D
-496703 -470739 L
-471347 -495674 U
-477627 -499286 U
-478970 -467811 R
-473365 -470974 D
-483644 -499747 L
-473944 -490794 L
-490241 -492905 L
-490796 -476843 R
-484822 -484445 D
-483115 -468049 L
-489848 -497828 U
-495126 -468036 U
-480320 -470807 U
-473821 -485272 D
-482171 -484131 L
-487760 -499258 L
-492680 -485353 U
-480503 -469548 R
-473973 -475359 R
-472669 -467943 U
-473461 -487039 L
-471001 -484765 R
-472417 -480840 R
-489365 -497843 U
-490022 -475669 U
-492905 -487588 L
-494283 -477600 U
-474555 -473143 L
-491895 -467367 U
-472971 -493988 L
-472729 -481034 D
-498257 -485410 D
-485159 -497892 L
-469332 -485618 U
-488587 -496482 L
-494763 -498655 L
-485050 -470503 R
-488702 -483028 R
-491651 -487883 U
-492997 -470515 R
-485407 -467877 L
-471706 -475467 U
-496006 -483337 D
-499412 -480040 L
-470545 -492837 R
-476040 -470417 R
-480382 -494996 R
-480927 -494443 L
-478783 -486770 L
-480935 -483680 L
-486085 -471401 U
-485771 -472181 L
-481066 -475217 D
-497995 -471032 R
-471138 -483999 U
-497784 -467501 U
-477138 -477106 U
-477427 -480991 R
-478736 -481214 R
-488014 -483528 R
-474384 -485863 U
-498104 -472679 L
-482051 -499918 D
-488534 -492726 U
-489665 -486551 L
-468356 -471537 D
-496235 -471089 R
-496969 -470077 L
-468648 -489585 L
-481287 -474099 L
-483508 -476722 R
-495402 -497377 D
-492305 -479648 U
-494442 -479674 D
-478356 -496474 R
-490453 -489098 D
-476981 -489730 L
-477632 -486127 R
-491458 -468357 L
-497748 -482916 L
-491360 -469528 L
-485185 -499932 R
-488326 -488376 R
-475892 -488325 L
-470740 -485820 D
-485686 -495980 D
-492789 -498864 L
-493594 -475985 L
-484716 -498069 D
-486835 -475636 R
-488697 -470074 D
-479702 -484254 L
-469760 -476235 R
-493575 -492979 U
-497683 -490310 R
-495157 -475286 U
-484492 -497274 D
-476659 -470042 R
-473568 -491194 L
-483415 -474208 D
-497423 -473191 L
-479645 -490189 U
-489564 -497927 L
-471109 -492670 D
-470068 -490613 L
-484419 -472934 L
-498409 -475772 U
-470399 -475380 D
-498867 -497238 U
-490927 -476412 D
-469263 -498782 D
-497751 -491822 R
-468085 -478978 D
-496751 -498022 D
-476417 -475828 U
-484865 -494239 L
-484474 -485736 R
-471745 -495167 R
-495076 -487651 D
-496486 -486696 L
-497275 -469990 L
-472143 -479657 L
-495054 -478461 R
-473788 -491839 D
-472654 -475769 L
-497824 -490194 D
-489359 -486873 R
-475095 -472011 R
-476429 -486837 D
-499273 -493111 U
-473139 -487395 R
-468797 -476113 U
-494070 -471667 R
-498407 -474539 U
-499779 -470193 L
-486396 -480721 R
-488721 -491084 U
-476109 -479254 R
-469199 -485722 D
-485435 -491758 L
-493460 -488649 D
-482173 -498942 R
-497709 -495494 L
-468113 -473552 R
-484870 -481624 L
-489432 -489415 D
-494206 -476484 R
-467481 -474953 D
-489509 -477693 L
-480532 -485050 L
-467445 -489375 D
-488258 -486586 U
-473735 -474829 R
-485745 -467399 L
-484055 -469999 D
-472936 -497203 L
-468483 -492059 U
-470443 -480522 D
-491329 -470000 R
-478500 -479837 R
-479439 -497008 U
-478767 -486159 D
-497324 -483477 L
-479074 -480792 D
-470374 -472892 L
-473357 -484053 U
-470321 -487321 R
-471351 -476643 U
-494383 -490830 L
-474289 -488852 L
-482957 -487386 L
-494704 -499967 U
-474335 -473092 L
-469840 -495678 L
-495844 -477286 L
-489195 -469586 U
-493722 -496194 D
-472868 -484551 R
-469829 -495185 R
-488101 -488205 R
-476635 -467492 L
-490327 -497445 D
-496625 -488781 D
-478359 -486158 D
-478490 -482931 D
-484800 -477718 U
-490075 -468728 R
-491073 -498435 R
-498983 -470232 D
-488785 -495524 R
-471279 -496883 D
-484867 -486482 L
-481879 -490707 L
-491851 -491882 D
-498323 -498103 L
-485935 -467643 L
-494438 -467818 L
-490807 -492691 U
-487406 -490535 D
-482015 -486331 L
-473111 -486305 D
-486805 -490919 L
-483435 -469477 R
-468615 -468911 R
-478620 -495534 L
-491858 -489477 D
-479995 -474213 D
-472394 -479421 D
-486585 -495336 L
-492539 -492846 L
-477854 -498883 L
-491277 -467827 U
-492967 -496771 R
-498867 -481224 D
-471712 -481877 R
-471117 -486700 R
-484793 -484094 L
-495076 -482910 L
-497316 -493567 U
-487856 -468022 L
-498368 -489561 L
-485816 -483817 R
-494178 -472138 R
-468573 -470452 L
-479279 -483078 D
-487239 -486415 L
-476464 -479282 U
-472332 -488773 L
-494079 -483237 R
-492686 -489773 D
-472386 -497859 U
-471004 -473697 L
-483664 -493423 U
-491811 -473622 D
-495280 -481123 R
-487144 -472967 R
-468692 -472942 D
-474538 -485785 L
-498236 -494829 L
-487833 -493337 D
-495340 -471155 L
-498693 -489924 R
-477137 -482178 L
-498361 -485890 U
-478095 -479172 L
-490574 -498923 D
-477387 -475934 D
-498507 -480285 R
-473070 -487576 D
-479878 -487015 U
-472569 -492781 L
-499741 -483924 D
-489944 -468548 L
-479498 -474911 R
